,sub_index_ph,sub_index_Hardness,sub_index_Solids,sub_index_Chloramines,sub_index_Sulfate,sub_index_Conductivity,sub_index_Organic_carbon,sub_index_Trihalomethanes,sub_index_Turbidity
0,0.0,17.771110933738356,6.611212540439228,16.45118168605016,12.13676902649053,13.246682022822629,7.258589565094195,13.101049768299516,5.9262707612632815
1,5.757307159050266,11.225457391602307,5.923975879249226,14.952666780534084,0.0,13.917496693306392,10.61539378766242,8.483294621162296,9.001312549884815
2,12.547938884828502,19.44906331474736,6.330825480423676,20.90339966804302,0.0,9.82643692639628,11.796249601084597,10.003025980687303,6.111867499328337
3,12.885130243149504,18.593610711508077,7.001404655465933,18.16187578014319,11.753735006208453,8.527383008550322,12.892674472372942,15.111697946548205,9.257541073674169
4,14.086543382986003,15.707783964357805,5.7169485042465595,14.752901350327754,10.214051235827093,9.35236651131091,8.082712897514963,4.8189748083470985,8.150150850860069
5,8.651401834227745,16.333298490221832,9.141492421791716,17.002521214151326,10.758868239606018,6.583753895152293,5.873940307799132,8.270762325601577,5.119416455113043
6,15.839786452086829,21.516426018328467,9.141819560493216,16.931624711732514,12.9649621277427,6.658489049479918,9.643143578685235,12.741499423798727,5.345977473869558
7,13.37948393007156,17.6384994078454,4.347444460221289,10.282836474590882,9.989243960335607,11.141024529165458,8.646025663430246,9.457576651042945,8.802849430890964
8,0.0,10.320437982317767,4.542522348486037,17.58686997875627,8.84765373715099,9.140271499325387,8.885348929131407,8.121814121613289,7.19003436191523
9,17.321567489850356,19.70885192370188,8.10355044230558,20.455662009947925,13.306760423727514,13.236748391574999,12.536927560339173,10.83984955304505,8.741123873310993
10,11.403808614678994,14.356395680673401,10.319265052421514,17.015664015107863,10.757089485064725,9.985526279234444,10.899867439184003,11.858436094021805,7.324583565704914
11,12.354892695515852,18.968296470955764,5.9677294799988365,18.276922819434084,0.0,8.546906818357952,10.157864124191054,11.51896252705596,8.023436216679574
12,11.030713834776067,13.591759626462585,5.956014153420506,8.126278513815707,9.29875615333403,8.162324583613705,11.139535600577414,11.973008785688915,6.891512446643798
13,0.0,13.025376008761814,8.690811925751536,15.410081060704245,9.860998786872583,8.914597061637853,13.546019007854632,11.522589687945526,8.827948365949805
14,11.61388088559253,17.810534166781366,9.02680268043785,11.431116110063396,0.0,10.437684327058841,9.250567202254915,10.587381422729573,9.554764674450755
15,9.83380131914542,16.196219240968336,13.057901487770303,21.700498651223853,12.00408550812684,12.130123988114015,8.069777057020573,11.30596645883099,8.752696581383796
16,10.925301943688071,18.305305627700395,9.85119494446816,22.7488360826173,0.0,7.397682329678454,14.263651636868854,8.531868040631524,8.536857715012372
